   1175.03   -503.07         0		  -414.968   414.968         0
  -29.7461   535.219         0		  -559.746    36.185         0
   796.306   1337.11         0		  -80.9237   594.674         0
   93.4175  -454.051         0		  -292.281   292.281         0
  -834.583  -698.465  -886.375		 -0.707107  0.707107   141.013
   853.829  -478.678   130.069		 -0.707107  0.707107  -64.2924
   -414.42   143.386   214.639		 -0.707107  0.707107  -133.552
   537.944   746.143         0		  -461.524   461.524         0
  -815.761   476.598  -919.043		 -0.707107  0.707107    41.372
   487.412   -381.08         0		   -30.585    30.585         0
   -192.49  -702.898         0		  -192.539   34.7312         0
  -968.868   189.736   244.634		 -0.707107  0.707107   42.7691
  -30.8183   -201.56         0		  -126.766   337.613         0
  -978.587  -519.136  -322.908		 -0.707107  0.707107   67.5332
  -687.636  -716.041         0		  -248.949   248.949         0
   83.7024  -248.261         0		  -282.797   282.797         0
   640.887   1006.11         0		  -639.678   639.678         0
  -572.022  -365.974         0		  -80.9284   243.459         0
  -27.3268   528.037   641.369		 -0.707107  0.707107   81.4882
  -403.371   -704.37   22.0334		 -0.707107  0.707107   98.1786
   322.966    385.43         0		   -525.71   108.307         0
   373.619   408.826         0		  -307.943   307.943         0
  -699.795  -353.578         0		  -254.012   395.347         0
   98.2281  -630.145         0		  -60.9429   60.9429         0
  -487.883   803.967         0		  -187.235   187.235         0
  -435.795   936.055         0		  -511.604   177.995         0
   215.002  -866.984         0		  -104.575   104.575         0
   151.665  -905.665   1061.98		 -0.707107  0.707107   102.036
  -303.504  -445.857  -471.186		 -0.707107  0.707107   43.9336
   276.287   1200.57         0		  -217.445   217.445         0
   880.055  -141.657   583.207		 -0.707107  0.707107  -138.771
   876.444   774.222         0		  -538.514   181.401         0
   1170.12   369.534         0		  -452.892   452.892         0
   1280.54   990.379         0		  -452.057   452.057         0
   -788.02  -212.813         0		  -201.848   201.848         0
  -553.848  -799.523   -490.11		 -0.707107  0.707107    44.641
   160.624  -463.086         0		  -249.723   355.052         0
   13.4332  -7.44035  -870.563		 -0.707107  0.707107  -84.5707
   579.085   243.171   22.7236		 -0.707107  0.707107   34.4624
  -188.761  -482.867         0		  -41.5445   41.5445         0
   903.781   199.991  -846.942		 -0.707107  0.707107  -43.2742
  -450.549   673.859         0		  -114.222   114.222         0
   294.053    1038.1         0		  -632.977   632.977         0
   297.901   664.234         0		  -636.246   636.246         0
  -558.626    576.13         0		  -24.5161   139.007         0
  -195.652   349.462  -884.685		 -0.707107  0.707107   114.522
   225.241   43.1468         0		  -45.7442   45.7442         0
  -724.087  -905.599   492.736		 -0.707107  0.707107   158.949
   573.107   82.5846         0		  -642.242   642.242         0
   283.008   139.748   417.106		 -0.707107  0.707107   122.896
   -409.64  -347.466         0		  -346.732   346.732         0
   439.698   792.871  -447.794		 -0.707107  0.707107  -3.75634
   1044.15   1250.67         0		  -705.285   705.285         0
   302.597   870.643         0		  -503.229   503.229         0
   8.88492  -734.539         0		   -291.29   120.843         0
   51.0284   273.649   421.347		 -0.707107  0.707107   142.365
    818.38   456.459         0		   -274.01   344.518         0
  -569.205  -877.849  -767.503		 -0.707107  0.707107   66.2993
    535.35   -933.33    853.38		 -0.707107  0.707107  -119.685
  -206.544   641.438   787.519		 -0.707107  0.707107   97.3175
   520.133  -667.136   186.988		 -0.707107  0.707107   96.4528
   683.034   -474.37         0		  -169.566   169.566         0
   185.635   162.719         0		   -360.19   572.523         0
   616.758   35.0118   779.677		 -0.707107  0.707107   25.2173
   495.424  -241.393         0		  -307.797   307.797         0
   -520.05  -726.941         0		   -67.311    67.311         0
   -26.818   975.126         0		  -562.527    543.16         0
   508.656   742.148         0		  -34.9345   499.397         0
   764.817   272.428   810.294		 -0.707107  0.707107  -80.7401
   288.084  -771.925  -501.673		 -0.707107  0.707107  -75.7952
   142.567  -225.623         0		  -307.773   398.785         0
  -59.4892   843.258         0		   -82.366    82.366         0
   25.6713  -265.442         0		  -292.469   292.469         0
  -52.7196   1077.36         0		  -236.158   236.158         0
   11.0742  -377.261         0		  -390.393   390.393         0
   79.6399   1276.19         0		  -520.642   545.694         0
   1507.47  -38.2859         0		  -615.761   615.761         0
   1171.08  -214.889         0		  -347.596   137.063         0
  -424.881    79.493         0		   -21.909    21.909         0
   -462.51  -420.955         0		  -377.035       254         0
   1287.77   191.526         0		  -468.307   232.404         0
  -440.512  -487.004         0		    -522.1   335.317         0
  -897.415   65.1845   781.776		 -0.707107  0.707107   121.495
    219.05   551.411         0		  -82.0967   82.0967         0
   169.494  -507.406         0		  -414.079   283.176         0
  -590.309  -615.429         0		  -67.7564   67.7564         0
   636.469   1430.37         0		  -637.767   637.767         0
   711.382   983.003    195.23		 -0.707107  0.707107   153.269
   1003.16   620.149         0		  -175.724   143.278         0
    1308.7    982.14         0		  -431.816   431.816         0
  -39.0265  -658.114         0		   -233.99   216.593         0
    270.27  -41.1575         0		  -117.804   117.804         0
  -50.9057   1269.67         0		  -349.843   349.843         0
  -318.122   1439.92         0		   -654.52   498.693         0
  -376.154   499.748         0		  -117.457   56.2414         0
  -601.614  -270.739   648.374		 -0.707107  0.707107   107.994
  -152.702   603.935         0		  -138.433   186.735         0
   196.207  -317.683         0		  -150.932   150.932         0
   1215.95   142.759         0		  -498.997   498.997         0
   986.104  -183.241         0		  -270.435   300.343         0
   156.722  -134.153  -843.322		 -0.707107  0.707107   106.984
   888.107   661.103         0		  -575.081   575.081         0
   -759.99    702.46         0		  -64.0261   10.4696         0
   1150.87   755.951         0		  -640.733   640.733         0
  -772.051  -447.674         0		  -12.1305   12.1305         0
   1116.75   182.409         0		  -677.406   10.4495         0
   695.023  -837.886   701.328		 -0.707107  0.707107    46.103
   74.9746   197.765  -250.973		 -0.707107  0.707107   17.0212
   6.66179  -259.444    139.39		 -0.707107  0.707107   147.417
   396.674  -94.1085         0		  -598.701   598.701         0
   272.323  -501.646   56.5765		 -0.707107  0.707107   128.138
  -437.563   66.8186         0		  -254.934   140.612         0
   -177.05   916.581  -264.059		 -0.707107  0.707107  -105.473
  -586.904  -326.696         0		  -37.2128   77.0263         0
   927.001   580.497   894.153		 -0.707107  0.707107  -8.70164
   787.592   195.162         0		   -521.84    521.84         0
   -337.85   75.7548  -670.114		 -0.707107  0.707107   82.2991
  -891.313  -959.049   300.523		 -0.707107  0.707107  -53.9015
  -636.379   285.997    599.65		 -0.707107  0.707107  -110.554
  -534.842   227.773  -118.926		 -0.707107  0.707107  -39.1455
  -53.1353  -984.665   247.747		 -0.707107  0.707107  -53.3353
   1502.57   1289.81         0		  -612.063   612.063         0
   788.586   504.485         0		  -318.949   318.949         0
  -376.663  -412.596   1038.52		 -0.707107  0.707107    154.11
   533.703   167.434         0		  -662.484    170.93         0
   776.816  -149.947         0		   -569.72    91.719         0
   938.713  -218.971         0		  -532.485   532.485         0
  -342.902  -792.189         0		  -348.808   36.1067         0
  -199.622   191.872   -684.95		 -0.707107  0.707107   37.9011
   246.625  -810.687         0		  -64.6685   64.6685         0
   632.918   785.852         0		  -130.533    571.02         0
  -128.426   190.575         0		  -551.326   133.195         0
   729.403   1075.24         0		   -187.52   361.306         0
  -708.184   1062.16         0		  -217.189   137.396         0
   588.678  -631.379   892.246		 -0.707107  0.707107  -84.2744
   903.506  -269.029         0		  -676.434   28.4474         0
   567.387  -863.748  -240.457		 -0.707107  0.707107     142.6
   481.219   155.338         0		  -445.188   445.188         0
   120.686  -361.582         0		  -260.814   260.814         0
   759.167  -136.601         0		  -306.204   449.213         0
  -553.811  -451.215         0		  -357.586   357.586         0
   206.969   794.519         0		  -99.5896   99.5896         0
  -23.3264   525.016   -388.98		 -0.707107  0.707107   76.2759
   420.668   842.006         0		  -373.528     661.5         0
  -740.525   857.629         0		  -183.864   183.864         0
   -689.24  -436.471         0		  -73.2406    325.11         0
  -288.003   699.186         0		  -181.843   644.804         0
    371.91   320.778         0		  -550.908   550.908         0
   517.792   607.299         0		  -352.732   352.732         0
  -662.877  -476.614    998.08		 -0.707107  0.707107   17.1231
   634.835   233.338         0		  -680.014   127.264         0
   597.533  -552.176         0		  -112.094   112.094         0
   889.852  -450.887         0		  -115.889   115.889         0
   1001.55  -273.724         0		  -581.041   581.041         0
   995.987    988.93         0		  -407.899   407.899         0
  -502.188  -21.3917         0		  -422.535   468.964         0
  -815.373   782.247    -383.9		 -0.707107  0.707107    84.004
  -66.7717   143.214  -608.475		 -0.707107  0.707107  -83.0299
   768.662   646.776         0		  -435.618   435.618         0
   968.328   729.092    851.65		 -0.707107  0.707107  -28.1093
   1302.23   948.152         0		  -446.815   153.434         0
   -451.86  -367.277         0		   -374.12    374.12         0
  -677.611  -738.658   92.7087		 -0.707107  0.707107   24.6176
  -981.497  -402.955    47.032		 -0.707107  0.707107   80.5146
   1.02504   217.228         0		  -125.416   125.416         0
  -135.193    753.85         0		  -465.738   465.738         0
  -786.865   884.251   298.281		 -0.707107  0.707107  -8.97099
  -661.128  -234.469   910.175		 -0.707107  0.707107  -26.2232
  -242.319   102.226  -843.473		 -0.707107  0.707107   15.6454
  -577.835   881.114         0		  -121.899   121.899         0
  -127.851   273.387         0		  -502.839   527.364         0
   463.171  -244.454         0		  -495.633   113.525         0
   518.285   694.128   803.018		 -0.707107  0.707107   141.822
   6.73472   1210.25         0		  -450.143   450.143         0
   159.102   -712.79   867.869		 -0.707107  0.707107   85.5233
  -498.618  -581.768         0		  -46.0526   46.0526         0
  -764.009  -450.604   321.395		 -0.707107  0.707107   142.492
  -521.953   837.139         0		  -240.324   560.868         0
   -946.27  -147.154  -700.847		 -0.707107  0.707107   119.613
   460.126   -169.59         0		  -296.544   296.544         0
  -537.482   781.067   653.248		 -0.707107  0.707107   38.9423
  -308.561    769.34         0		  -124.115   323.628         0
  -432.621   464.519         0		  -466.989   275.158         0
   310.446  -21.7185  -819.481		 -0.707107  0.707107  -95.9644
   1137.23  -409.469         0		   -339.38   103.209         0
   905.993  -317.645  -442.485		 -0.707107  0.707107  -28.5159
   787.367  -661.374         0		  -130.024   43.3248         0
   308.545  -204.268         0		  -390.339   265.292         0
   624.051   691.097         0		  -578.666   578.666         0
   1298.68   1405.17         0		  -511.805   511.805         0
   432.338  -483.058         0		  -611.006   150.601         0
   164.896   490.144  -830.281		 -0.707107  0.707107    89.472
   368.017   1028.06         0		  -672.476    590.82         0
   884.612   701.716  -570.671		 -0.707107  0.707107   135.647
  -684.667   646.501   664.296		 -0.707107  0.707107  -34.3815
   1287.13   777.745         0		  -383.258   288.877         0
  -811.771  -998.208  -708.805		 -0.707107  0.707107   36.6542
   370.022   1255.62         0		  -416.212   269.118         0
  -437.478   1028.91         0		  -44.2687   44.2687         0
   510.724    11.895   77.3859		 -0.707107  0.707107  -136.863
   279.044  -642.542   -198.82		 -0.707107  0.707107  -42.7778
   -65.275   562.215         0		  -132.785   132.785         0
  -390.739    731.12         0		  -558.643   398.359         0
  -230.927  -535.574         0		  -1.99587   1.99587         0
   356.523   -884.16  -652.027		 -0.707107  0.707107   63.6641
   1301.06   304.945         0		  -410.265   339.172         0
   1058.44   632.501         0		  -317.858   598.385         0
  -88.0265   841.816         0		  -414.778   414.778         0
  -89.2328   370.547         0		   -47.965    47.965         0
   291.903   262.901         0		  -125.711   125.711         0
   264.159   257.828  -573.403		 -0.707107  0.707107  -80.0628
   81.2995   278.985         0		  -216.534   216.534         0
   290.162   694.151         0		  -452.921   176.301         0
   319.273   997.298   244.677		 -0.707107  0.707107-0.0552454
   979.895  -118.793         0		  -437.216   272.498         0
  -826.921   648.677  -141.927		 -0.707107  0.707107  -109.613
  -851.917   779.211         0		  -146.105   426.746         0
  -340.784   342.629  -722.951		 -0.707107  0.707107   56.2444
  -131.587  -408.864  -116.138		 -0.707107  0.707107   132.152
   485.898  -874.084  -434.205		 -0.707107  0.707107    83.437
    523.44   1285.25         0		  -31.6617   577.122         0
   1150.87   811.607         0		  -564.265   259.789         0
   56.7346   858.488         0		  -177.449   177.449         0
  -48.2521   404.366  -893.103		 -0.707107  0.707107  -149.983
   1138.79   237.325         0		  -661.143   113.087         0
   1121.95  -741.217         0		  -193.597   193.597         0
  -86.9082   773.238         0		  -677.415   677.415         0
   473.712   421.985         0		  -705.224   705.224         0
   662.329   1417.36         0		    -101.5   612.578         0
  -106.527   643.266         0		  -239.691   239.691         0
  -347.724   8.08047         0		  -60.4308   73.7991         0
   851.796   72.2076         0		  -287.946   463.803         0
   93.5878   -727.13         0		  -312.165   62.0753         0
  -554.647   597.238         0		  -228.369   590.995         0
  -369.701  -736.673   465.455		 -0.707107  0.707107   37.7743
   758.785   424.616         0		   -346.91   248.607         0
  -602.056  -744.144         0		  -107.012   242.777         0
  -163.873    712.88         0		  -84.0276   84.0276         0
  -482.359  -142.052  -112.298		 -0.707107  0.707107   -14.395
  -24.5132   683.869    347.28		 -0.707107  0.707107   37.9974
  -567.372    1123.4         0		  -82.0184   649.367         0
  -241.588   573.849  -515.063		 -0.707107  0.707107   154.003
   54.2371  -334.223  -699.868		 -0.707107  0.707107  -82.0941
    525.03  -569.621         0		  -40.2284   40.2284         0
    465.36   104.079         0		  -241.158   128.281         0
  -470.381   756.101   -1047.2		 -0.707107  0.707107  -154.562
   151.902   463.831   804.875		 -0.707107  0.707107   65.0312
   1127.87   1111.94         0		   -194.63    194.63         0
   246.162  -942.432   29.2494		 -0.707107  0.707107  -133.799
  -578.155   631.065         0		  -395.451   395.451         0
   241.931   1257.94         0		  -342.081   572.483         0
   181.111   758.333  -524.609		 -0.707107  0.707107   21.0608
   254.096   402.643   34.6798		 -0.707107  0.707107   66.4659
    16.055  -852.761  -243.898		 -0.707107  0.707107   -85.629
    1012.9   -11.893         0		  -80.7023   80.7023         0
  -870.907   977.633  -884.299		 -0.707107  0.707107   144.136
  -491.272  -502.438         0		  -238.602   346.885         0
  -677.135   712.075         0		  -144.555   265.983         0
  -854.243  -387.424  -161.366		 -0.707107  0.707107   26.8781
   235.702   615.816  -795.312		 -0.707107  0.707107   115.326
   595.161  -638.695         0		  -10.5196   10.5196         0
   25.9053  -314.474         0		  -670.508   20.8874         0
   -979.68   131.537   430.634		 -0.707107  0.707107  -154.124
  -774.894   861.995         0		  -95.7107   314.903         0
    925.23  -878.816   297.146		 -0.707107  0.707107   -66.056
  -583.362   902.103         0		  -205.489   91.4675         0
  -6.16864   427.129  -978.359		 -0.707107  0.707107  -76.1789
   1298.66  -73.2168         0		  -602.801   602.801         0
   976.257   453.233         0		  -698.651   698.651         0
     717.9    911.28         0		  -526.027   410.492         0
   820.686  -741.076   961.397		 -0.707107  0.707107   91.3833
  -548.174   37.4101         0		  -85.7685   85.7685         0
   567.482   43.3837         0		  -633.191   633.191         0
  -154.986   204.495         0		  -706.712   706.712         0
   673.762   80.1587   1073.87		 -0.707107  0.707107   107.199
   2.52762   158.192         0		  -673.511   11.6471         0
  -493.874   971.753         0		  -190.913   318.006         0
   951.182  -554.162   1028.04		 -0.707107  0.707107   78.0072
   1256.61   736.271         0		    -427.6     427.6         0
   72.6999   996.526         0		  -365.273   365.273         0
   108.956  -576.901         0		  -350.851   350.851         0
  -444.768  -766.613   429.076		 -0.707107  0.707107   117.601
   501.797   1250.05         0		  -513.854   513.854         0
   1281.79  -223.348         0		  -671.294   406.106         0
  -115.642   703.535         0		  -447.911   447.911         0
    1084.2   192.416         0		  -492.867   492.867         0
   1037.85  -288.786         0		  -654.779   261.847         0
   230.535   1141.42         0		   -152.16    152.16         0
   158.949   37.5887  -276.177		 -0.707107  0.707107   56.1091
  -265.819   734.965         0		  -42.6307   42.6307         0
   208.791   1124.81         0		  -63.9411   182.264         0
   -270.66   430.307   674.626		 -0.707107  0.707107   47.2657
   958.615   270.512  -904.195		 -0.707107  0.707107  -57.8997
  -841.377  -848.574   779.165		 -0.707107  0.707107  -17.0834
    269.86   1258.58         0		  -402.952   402.952         0
  -49.9004   274.764   172.378		 -0.707107  0.707107  -150.188
  -104.572   511.561         0		  -44.6424   44.6424         0
   1324.83    1219.5         0		  -470.463   470.463         0
    203.79   11.4769   -53.704		 -0.707107  0.707107  -113.036
   1386.33  -758.827         0		  -585.669   172.908         0
  -130.918  -147.051  -169.393		 -0.707107  0.707107  -69.8338
  -124.277  -427.414         0		  -364.957   456.064         0
  -923.449     25.02  -909.293		 -0.707107  0.707107   26.6583
   229.503   803.681         0		  -477.472   498.464         0
   197.491   445.168         0		  -619.861   619.861         0
   3.01005  -355.499         0		  -291.553   138.325         0
  -308.711  -364.512    598.57		 -0.707107  0.707107     7.509
   218.031  -222.648         0		  -71.7805   71.7805         0
  -137.231   984.773         0		  -644.379   644.379         0
   15.0409   337.859         0		  -158.991   619.835         0
  -30.8179   92.7297         0		  -591.284   624.598         0
  -421.861   896.921         0		  -395.288   395.288         0
   716.078   1070.01         0		  -464.149   684.523         0
  -866.642  -85.7767  -763.382		 -0.707107  0.707107   86.0483
   706.854   1483.32         0		  -12.3194   637.876         0
   210.101   1084.77         0		      -631   306.532         0
  -153.086  -725.861         0		  -250.613   250.613         0
  -525.154     570.6   -634.34		 -0.707107  0.707107  -110.393
   431.756  -455.617         0		  -603.761   139.428         0
   925.933   643.851         0		  -403.338   614.369         0
  -694.115   467.333         0		  -149.251   455.291         0
  -941.893  -590.276  -413.919		 -0.707107  0.707107  -9.39999
  -486.361  -466.478   115.918		 -0.707107  0.707107   108.181
   -830.16  -618.734  -1067.99		 -0.707107  0.707107  -110.769
   609.394   455.564         0		   -78.306   325.517         0
  -307.548   533.836         0		  -593.259     453.3         0
  -49.2387  -355.863   1101.46		 -0.707107  0.707107   155.801
   420.747  -987.539    494.05		 -0.707107  0.707107  -52.9269
   407.162   776.803  -711.061		 -0.707107  0.707107  -92.5518
   1192.43  -499.578         0		  -319.722   46.0356         0
  -163.345  -150.891         0		  -628.245   465.192         0
   391.695   780.089         0		   -12.697    12.697         0
   -815.17   243.871   680.026		 -0.707107  0.707107  -136.487
   1624.49    1010.4         0		  -656.271   600.927         0
    312.95   -726.17   307.662		 -0.707107  0.707107  -113.332
   687.442    1418.3         0		  -574.431   574.431         0
   136.726   740.222  -571.799		 -0.707107  0.707107   45.7286
   410.902  -507.104  -770.756		 -0.707107  0.707107   -18.112
  -644.228  -215.736         0		  -72.4755   650.911         0
  -113.614   70.3309  -662.902		 -0.707107  0.707107  -35.7291
   249.797  -339.967         0		  -621.267   216.872         0
  -24.0181  -200.625         0		  -58.9732   194.626         0
   1438.57   611.664         0		  -629.524   188.355         0
   718.969   572.918         0		  -556.584   195.172         0
   447.885   1392.78         0		  -515.415   515.415         0
  -846.216    920.19   810.608		 -0.707107  0.707107  -31.6854
   560.202  -731.821  -211.253		 -0.707107  0.707107   -4.4568
  -78.2042    894.08         0		  -599.311   599.311         0
  -959.514   902.899  -564.387		 -0.707107  0.707107  -38.8521
  -403.749    933.33   14.0235		 -0.707107  0.707107  -49.0967
   23.7767  -57.7544         0		  -433.537   325.985         0
  -295.777   286.514   66.0796		 -0.707107  0.707107   -40.028
   633.532   443.871         0		  -102.804   530.658         0
   685.463   426.669         0		  -597.082   292.527         0
   919.807   1057.64         0		  -409.179   409.179         0
  -369.411  -283.123         0		   -609.83    609.83         0
   241.411  -569.559         0		  -259.848   259.848         0
   952.364  -360.121  -605.696		 -0.707107  0.707107   119.293
   797.677   651.341  -727.921		 -0.707107  0.707107   144.053
   81.3206  -473.834  -197.147		 -0.707107  0.707107   -112.98
   790.126   1464.51         0		  -525.688   525.688         0
   -994.95   469.791  -454.111		 -0.707107  0.707107  -127.743
   584.345   73.4321         0		  -372.837   372.837         0
   652.297   741.496         0		  -354.224   354.224         0
   1318.84   -305.73         0		  -328.724   328.724         0
    913.43  -10.7664   950.719		 -0.707107  0.707107  -23.8431
   658.346  -331.854         0		  -316.421   316.421         0
  -160.129  -301.257  -681.448		 -0.707107  0.707107  -89.5485
  -780.717   597.179         0		  -161.214   161.214         0
   242.717   1193.08         0		  -435.092   435.092         0
   367.223   1180.97         0		  -218.053   234.362         0
   974.658  -328.343  -33.9171		 -0.707107  0.707107    67.961
   388.193   103.116         0		  -583.999   497.203         0
  -846.376   824.011  -917.694		 -0.707107  0.707107  -124.389
   305.382   864.619  -599.715		 -0.707107  0.707107   85.1897
  -856.937   472.339   671.787		 -0.707107  0.707107   41.0411
   1117.89   152.952         0		   -139.82    139.82         0
    612.45   731.307  -49.4254		 -0.707107  0.707107   155.275
  -744.832  -749.498         0		  -105.914   105.914         0
   708.869   552.195         0		  -331.568    174.32         0
   447.003    406.82  -872.203		 -0.707107  0.707107  -109.504
  -18.5436   300.963         0		  -397.474   397.474         0
   995.797   234.963         0		  -386.941   380.598         0
  -286.849   1285.48         0		  -584.276   584.276         0
   171.442   742.025  -309.665		 -0.707107  0.707107   57.9644
    897.22    146.13         0		   -118.64   298.826         0
   182.973  -489.816         0		  -30.2198   30.2198         0
  -488.514  -215.388         0		  -265.422   265.422         0
   630.214  -256.574         0		  -383.202   180.234         0
   843.171  -646.509  -758.179		 -0.707107  0.707107  -41.2674
   509.643  -139.279         0		  -245.045   537.589         0
  -136.637  -262.805         0		  -439.227   182.431         0
   226.964  -243.288         0		  -91.2382   697.237         0
  -610.446   646.164         0		  -359.693   359.693         0
   523.036   1131.18         0		  -586.492   662.877         0
  -633.117   582.488         0		  -273.454   273.454         0
   1076.71   1324.31         0		  -620.783   620.783         0
  -252.723   57.7072   985.062		 -0.707107  0.707107   51.2253
   354.947   107.052         0		  -28.8945   28.8945         0
   923.221   262.412         0		  -699.819   421.835         0
   789.818   751.873         0		  -276.542   319.666         0
   964.278  -328.673         0		   -617.05    617.05         0
   1448.93  -422.972         0		  -521.881   521.881         0
    344.48   570.671         0		  -392.175   686.357         0
   788.017    68.817         0		  -546.595   546.595         0
   269.821   18.3753         0		  -48.2033   48.2033         0
    1056.4   1018.63         0		  -216.121   216.121         0
   333.357   1191.56         0		  -298.807   220.758         0
  -565.307   234.294         0		   -383.66    383.66         0
   681.401   275.227         0		  -336.107   336.107         0
  -586.051   687.474         0		  -328.628   443.811         0
     454.7  -881.144         0		  -53.4459   53.4459         0
   387.258  -708.288  -533.336		 -0.707107  0.707107  -70.6005
   242.835    653.35         0		  -141.141   141.141         0
   -763.55   -66.202         0		  -195.131   195.131         0
  -772.103   698.111   436.774		 -0.707107  0.707107   -16.118
   353.714  -162.697         0		  -86.9766   86.9766         0
  -347.092   390.893         0		  -73.9676   73.9676         0
   308.327   514.385         0		  -555.252   555.252         0
   378.513   831.779         0		  -581.152   581.152         0
  -641.322   970.052  -724.317		 -0.707107  0.707107  -136.982
   1162.72  -230.599         0		  -669.815   669.815         0
   822.498  -694.767   823.044		 -0.707107  0.707107   95.3178
   758.438   177.791         0		    -337.9     337.9         0
   398.035   1222.76         0		   -380.59   426.964         0
   448.969    531.43  -191.986		 -0.707107  0.707107   145.738
     322.9   1269.57         0		  -321.131   571.713         0
   925.486   848.295         0		  -473.206   473.206         0
   1326.91   -704.75         0		  -595.228   171.525         0
   236.301  -677.977  -173.798		 -0.707107  0.707107  -85.7638
  -80.1003  -589.066         0		  -176.789   302.222         0
  -391.219   308.289         0		  -93.9014   93.9014         0
   239.955   1512.17         0		  -691.577   691.577         0
    733.06   1227.97         0		  -577.259   638.047         0
   862.827   968.635         0		  -229.825   229.825         0
  -382.427  -427.249   88.9048		 -0.707107  0.707107   63.1284
  -862.593   735.091  -526.692		 -0.707107  0.707107  -48.0652
    692.25   1028.17         0		   -615.02   460.287         0
   17.3583  -52.2146         0		  -249.462   625.672         0
  -299.183   579.499         0		  -48.6637   48.6637         0
   248.104   1316.33         0		  -657.408   657.408         0
   588.857   1412.47         0		   -505.19    505.19         0
   365.907   280.272   527.323		 -0.707107  0.707107  -35.3207
   -278.97  -538.169         0		  -595.705   258.029         0
  -375.103  -100.516   410.467		 -0.707107  0.707107   36.0972
   1272.78   1245.34         0		  -522.345   608.328         0
   22.2892   316.658   -594.87		 -0.707107  0.707107   122.463
   290.465   814.529         0		  -62.0685   62.0685         0
   685.475   678.028   489.554		 -0.707107  0.707107   -110.73
   28.7935   1240.88         0		  -263.032   620.665         0
  -629.776    291.13         0		  -287.063   287.063         0
   477.995   201.576  -116.361		 -0.707107  0.707107  -143.636
   345.358     622.3         0		   -86.818   542.604         0
  -623.283   786.028         0		  -368.613   455.019         0
  -347.283   311.684   61.7637		 -0.707107  0.707107   17.8125
   1029.82  -212.888         0		  -94.5828   409.768         0
   1166.93   105.164         0		  -309.992   548.993         0
   1464.82   367.832         0		  -696.532   362.241         0
  -118.295   325.274  -80.4498		 -0.707107  0.707107  -5.22581
   959.118   214.495         0		  -170.273   170.273         0
   337.202  -274.807         0		  -476.047   16.6307         0
   878.916  -808.178  -472.816		 -0.707107  0.707107   139.605
   811.942  -306.629   469.419		 -0.707107  0.707107  -4.93709
  -254.844   686.606  -558.458		 -0.707107  0.707107   93.0773
   952.688   195.704  -491.296		 -0.707107  0.707107   152.491
   -506.38  -573.549         0		  -419.286   219.562         0
  -432.879   468.713    255.52		 -0.707107  0.707107   159.043
   508.635   738.963   734.194		 -0.707107  0.707107  -80.6054
  -822.406   299.591  -36.7441		 -0.707107  0.707107   91.8954
    536.34   612.713         0		  -308.291   443.184         0
   -259.08   156.285   837.483		 -0.707107  0.707107  -72.9702
  -830.202  -267.904  -459.579		 -0.707107  0.707107  -131.921
   794.279   288.283         0		  -514.794   228.515         0
   931.858   936.583   184.865		 -0.707107  0.707107   113.344
  -170.165   201.362         0		  -360.974   360.974         0
   892.795   705.012         0		   -324.98   70.1029         0
  -661.215   875.208   537.438		 -0.707107  0.707107   31.4663
  -990.997  -291.466   679.701		 -0.707107  0.707107  -137.412
  -29.4863  -190.775         0		   -272.51   119.625         0
   -884.16   856.481   409.487		 -0.707107  0.707107   51.7027
  -834.213  -522.658   215.807		 -0.707107  0.707107  -78.5393
    803.54  -625.969         0		  -291.793   291.793         0
   979.873  -179.046         0		  -430.002   430.002         0
  -761.834   886.206  -220.563		 -0.707107  0.707107  -100.575
   965.047   710.229         0		  -233.997   233.997         0
  -389.113  -420.374  -633.721		 -0.707107  0.707107   65.8812
   147.614    721.46         0		   -702.39    702.39         0
  -724.139   -756.78   362.099		 -0.707107  0.707107  -56.2394
  -441.882  -112.821  -864.201		 -0.707107  0.707107   98.4719
  -631.935   989.032         0		  -21.2045   102.687         0
  -863.521   260.317   405.764		 -0.707107  0.707107   -1.7061
  -453.531  -916.205     322.2		 -0.707107  0.707107   -140.43
  -663.581   1274.72         0		  -66.9408   611.126         0
   159.075   861.337   645.086		 -0.707107  0.707107   3.80829
   1167.78   745.508         0		  -254.839   222.252         0
   1239.68   1174.73         0		  -580.917   202.856         0
   1348.34   1193.39         0		  -402.086   402.086         0
   527.473   206.055         0		  -568.819   253.197         0
  -156.539  -504.244         0		  -291.825   291.825         0
  -346.078  -123.783  -842.264		 -0.707107  0.707107  -50.2876
   532.609   388.639         0		  -383.302   383.302         0
   958.384   23.1983         0		  -604.226   296.236         0
  -692.481   280.588   182.924		 -0.707107  0.707107   9.19418
  -901.006   815.008    -258.5		 -0.707107  0.707107  -37.2714
  -602.803      -826         0		  -6.01193   6.01193         0
  -905.552   367.426         0		  -36.2263   572.099         0
  -880.182   887.398  -171.857		 -0.707107  0.707107    78.927
  -609.056  -359.171    200.53		 -0.707107  0.707107  -153.942
   611.849   837.193         0		  -280.767   280.767         0
  -747.746   1030.67         0		  -76.2633   76.2633         0
   995.247  -621.136   898.925		 -0.707107  0.707107   31.4419
  -495.648   555.358  -797.928		 -0.707107  0.707107  -35.7584
   343.677   -190.43         0		  -668.654   668.654         0
  -338.131   580.167  -763.649		 -0.707107  0.707107   94.4998
   255.225  -532.272         0		  -673.772    187.63         0
   307.411   529.139  -55.7936		 -0.707107  0.707107   3.47886
   448.265   70.9109         0		  -265.216   268.992         0
